job_number,subject_of_procurement,procuring_entity,entity_code,attr_of_procurement,procurement_type,tender_awarding_type,tenderer_name,total_tender_awarding_value,amount_range,tender_awarding_date,start_end_date
4700300084,69KV鐵塔DD等乙批重鍍鋅,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,9054577,公告金額以上未達查核金額,9/1/2014 0:00:00,103/09/01－103/10/31
tpc-00905-2011S-103045,進口煤海上運輸澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,KUANG MING (LIBERIA) CORP. (光明-賴比瑞亞),31068048,巨額,10/23/2014 0:00:00,103/10/23－104/01/05
3410300308,OPC(資料傳送)工作站等乙批,台灣電力股份有限公司興達發電廠,3.13.31.40,"<財物類>47收音機、電視,通訊器材及儀器",限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,889000,未達公告金額,9/17/2014 0:00:00,103/09/18－103/11/16
4800300066,103年度南投段直昇機活線礙子清洗、巡視暨人員、器材運載工作,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<勞務類>97其他服務,公開招標,最低標,凌天航空股份有限公司,19280000,巨額,9/19/2014 0:00:00,103/09/19－104/03/31
5410309011,低放射性廢棄物最終處置技術發展整合規劃與評估,台灣電力股份有限公司核能後端營運處,3.13.31.84,<勞務類>85研發服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,59356880,巨額,9/2/2014 0:00:00,103/09/02－106/09/01
5410309011,低放射性廢棄物最終處置技術發展整合規劃與評估,台灣電力股份有限公司核能後端營運處,3.13.31.84,<勞務類>85研發服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,59356880,巨額,9/2/2014 0:00:00,103/09/02－106/09/01
4750300063,69KV新埔~關西等線鐵柱重鍍鋅及鐵塔新購材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,4102829,公告金額以上未達查核金額,9/12/2014 0:00:00,103/09/13－103/11/21
4700300096,鐵塔構件等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,476187,未達公告金額,9/24/2014 0:00:00,103/09/24－103/12/14
1090300011,高變302鹽埕、左營、新興、前鎮S/S電磁感應汰換數位電驛,台灣電力股份有限公司高雄區營業處,3.13.31.18,<財物類>462電力傳輸、控制設備及其零件,公開招標,最低標,亞力電機股份有限公司,8019800,公告金額以上未達查核金額,8/28/2014 0:00:00,103/09/05－103/12/14
4850370003,103年度龍崎E/S345KVGCB延壽檢修工程(7台),台灣電力股份有限公司嘉南供電區營運處,3.13.31.96,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,10757207,公告金額以上未達查核金額,8/20/2014 0:00:00,103/08/20－104/02/17
270300007,核四計畫廠區S斷層構造及附近海域線形構造特性之後續補充地質調查工作,台灣電力股份有限公司,3.13.31,<勞務類>8675與科技工程有關之顧問服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,41762000,巨額,8/28/2014 0:00:00,103/08/29－104/02/28
1170300029,103年防焰工作服,台灣電力股份有限公司台北西區營業處,3.13.31.5,"<財物類>282成衣,毛皮服裝除外",公開取得報價單或企劃書,參考最有利標精神,祥皓有限公司,308750,未達公告金額,9/3/2014 0:00:00,103/09/04－103/11/12
4900300052,鐵塔構件吊掛通用等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,840000,未達公告金額,8/28/2014 0:00:00,103/08/28－103/10/17
3500200076-3,核一廠一、二號機設計基準由0.3g提升至0.4g，安全停機路徑「機電」部分相關設備、系統/附屬系統管路與支撐『評估』與『,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,益鼎工程股份有限公司,347500000,巨額,9/25/2014 0:00:00,103/09/26－104/06/30
3300300053,HART規劃器一只.,台灣電力股份有限公司南部發電廠,3.13.31.49,<財物類>469其他電力設備及零件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,214400,未達公告金額,10/24/2014 0:00:00,103/10/25－103/12/23
1070477703,嘉義區營業處104年全工區配電管路工程,台灣電力股份有限公司嘉義區營業處,3.13.31.15,<工程類>5164電力工程,公開招標,最低標,盟洋水電機工程有限公司,91390000,查核金額以上未達巨額,12/10/2014 0:00:00,103/12/10－104/12/24
4900300098,鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,305000,未達公告金額,12/22/2014 0:00:00,103/12/22－104/01/21
4900300098,鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,305000,未達公告金額,12/22/2014 0:00:00,103/12/22－104/01/21
4700300082,板城D/S中興製GIS定檢維護材料,台灣電力股份有限公司台北供電區營運處,3.13.31.90,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,2050000,公告金額以上未達查核金額,11/10/2014 0:00:00,103/11/10－104/02/18
3600300115,控制器等一批CONTROLLER【廠牌：FOXBORO】,台灣電力股份有限公司協和發電廠,3.13.31.41,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,台灣英維思股份有限公司,360000,未達公告金額,12/10/2014 0:00:00,103/12/10－104/03/10
1070300014,103年度員工工作服暨防焰工作服乙批,台灣電力股份有限公司嘉義區營業處,3.13.31.15,<財物類>281編織或鉤針織品,公開招標,最低標,祥皓有限公司,1151300,公告金額以上未達查核金額,10/7/2014 0:00:00,103/10/08－103/12/11
80300078,0.5級雙向計量智慧型電子式電表,台灣電力股份有限公司,3.13.31,"<財物類>17電力,瓦斯,蒸氣及熱水",公開招標,最低標,斯其大科技股份有限公司,91595100,查核金額以上未達巨額,12/11/2014 0:00:00,103/12/11－104/04/09
80300078,0.5級雙向計量智慧型電子式電表,台灣電力股份有限公司,3.13.31,"<財物類>17電力,瓦斯,蒸氣及熱水",公開招標,最低標,中興電工機械股份有限公司,91595100,查核金額以上未達巨額,12/11/2014 0:00:00,103/12/11－104/04/09
4800300136,69KV鐵塔PE21M鐵柱混凝土基礎1UNT,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,151755,未達公告金額,12/3/2014 0:00:00,103/12/04－104/01/02
T0109406039-2,台灣電力公司各單位納入第95EAR00001號工程險預約保單內投保之工程自民國104年1月1日展延保險責任期間1年至10,台灣電力股份有限公司,3.13.31,<勞務類>812保險(包括再保險)及退休基金服務，不包括強制性社會安全服務,限制性招標(未經公開評選或公開徵求),最低標,兆豐產物保險股份有限公司,90815,未達公告金額,12/4/2014 0:00:00,104/01/01－104/12/31
6540300012,345KV鐵塔構件1座(計7項),台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,8202217,公告金額以上未達查核金額,11/4/2014 0:00:00,103/11/05－104/02/02
1050200040_1,103年度中部客戶服務中心值機作業勞務委外營運採購案(CCO),台灣電力股份有限公司台中區營業處,3.13.31.10,<勞務類>866與管理顧問有關之服務,限制性招標(未經公開評選或公開徵求),最低標,力澂工程企業有限公司,24271420,巨額,10/24/2014 0:00:00,104/01/01－104/12/31
47000300123,161KV鐵塔防墜裝置乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,317850,未達公告金額,12/11/2014 0:00:00,103/12/11－104/02/09
4800300012,福興D/S161kVGIS所屬空壓機機頭(含安裝)採購,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,598000,未達公告金額,3/20/2014 0:00:00,103/03/21－103/09/16
4800300140,霧峰E/SSCADA系統BayModule卡片一批,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,962000,公告金額以上未達查核金額,12/10/2014 0:00:00,103/12/11－104/05/09
4800300013,中興製氣封絕緣開關設備內檢材料乙批,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,866000,未達公告金額,3/20/2014 0:00:00,103/03/21－103/04/09
1160300031,電池電量監控與充放電設備,台灣電力股份有限公司台北北區營業處,3.13.31.3,<財物類>462電力傳輸、控制設備及其零件,公開取得報價單或企劃書,最低標,祥皓有限公司,228000,未達公告金額,11/7/2014 0:00:00,103/11/08－104/05/06
4850300095,鐵柱基礎及鍍鋅螺栓等乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,390000,未達公告金額,11/28/2014 0:00:00,103/11/28－103/12/15
4750300068,104年度桃園段轄區線路及電廠電源線直昇機活線礙子清洗工作,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<勞務類>73空運服務,公開招標,最低標,凌天航空股份有限公司,14780000,查核金額以上未達巨額,11/7/2014 0:00:00,104/01/01－104/12/31
1050270022_1,中擴291號青谷高幹線路新建管路預埋工程(CCO),台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,全揚工程行,805838,未達公告金額,11/5/2014 0:00:00,103/11/05－103/12/31
4800200109,中興製GIS內檢材料1批,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,3959477,公告金額以上未達查核金額,10/24/2013 0:00:00,102/10/25－102/11/23
3520300209,核三廠一、二號機第22次大修設備改善及檢驗、品質查證技術服務工作,台灣電力股份有限公司第三核能發電廠,3.13.31.83,<勞務類>8676技術檢定與分析服務,公開招標,最低標,泰興工程顧問股份有限公司,8935000,公告金額以上未達查核金額,12/18/2014 0:00:00,104/03/26－104/11/09
4950300026,請購銅門-溪口線改建鐵柱工程用基礎,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,351518,未達公告金額,10/28/2014 0:00:00,103/10/29－103/11/27
4850300024,#1761接地開關器材採購,台灣電力股份有限公司嘉南供電區營運處,3.13.31.96,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,2662390,公告金額以上未達查核金額,5/19/2014 0:00:00,103/05/20－103/11/15
tpc-00905-2011S-103046,進口煤海上運輸澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,87287033,巨額,10/24/2014 0:00:00,103/10/24－103/12/31
tpc-00905-2011S-103046,進口煤海上運輸澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),87287033,巨額,10/24/2014 0:00:00,103/10/24－103/12/26
4800300118,161KV鐵塔防墜裝置F2鐵塔塔身14M工式乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,284168,未達公告金額,11/7/2014 0:00:00,103/11/07－104/01/06
4800300137,69KV鐵塔PE鐵柱柱身25M橫擔2.8M重鍍鋅(含購螺栓),台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,513698,未達公告金額,12/3/2014 0:00:00,103/12/04－104/04/30
3510300344,電磁閥2PC,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,470000,未達公告金額,12/23/2014 0:00:00,103/12/24－104/06/21
80300092,線路故障指示器,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,傑克電機股份有限公司,61350000,查核金額以上未達巨額,11/21/2014 0:00:00,103/11/06－105/11/05
4750372007,南湖等變電所空斷開關汰換工程,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<工程類>5164電力工程,公開招標,最低標,亞力電機股份有限公司,4936602,公告金額以上未達查核金額,11/11/2014 0:00:00,103/11/11－104/02/28
4700300126,69KV及161KV鐵塔DD乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,3730000,公告金額以上未達查核金額,12/24/2014 0:00:00,103/12/24－104/03/14
4700300123,161KV鐵塔防墜裝置乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,317850,未達公告金額,12/11/2014 0:00:00,103/12/11－104/02/09
6550300014,69kV屋外型電力電纜終端匣附件,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,合機電線電纜股份有限公司,540930,未達公告金額,11/4/2014 0:00:00,103/11/05－103/12/15
3710300386,流量傳送器10只,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>462電力傳輸、控制設備及其零件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,420000,未達公告金額,11/28/2014 0:00:00,103/11/28－104/03/08
80300110,345kV並聯電抗器,台灣電力股份有限公司,3.13.31,"<財物類>461電動機,發電機,變壓器及其附件",選擇性招標(建立合格廠商名單後續邀標),最低標,大同股份有限公司,252435000,巨額,12/26/2014 0:00:00,103/12/26－104/11/30
80300110,345kV並聯電抗器,台灣電力股份有限公司,3.13.31,"<財物類>461電動機,發電機,變壓器及其附件",選擇性招標(建立合格廠商名單後續邀標),最低標,大同股份有限公司,252435000,巨額,12/26/2014 0:00:00,103/12/26－104/11/30
4850300082,中興製69&amp;161kVGIS&GCB;操作機構點檢材料採購,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,971250,公告金額以上未達查核金額,10/27/2014 0:00:00,103/10/27－103/12/31
3400300067,CONTROLCARDIS415UCVHH1A,台灣電力股份有限公司大林發電廠,3.13.31.48,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,2300000,公告金額以上未達查核金額,11/11/2014 0:00:00,103/11/12－104/11/30
4900300069,鐵塔用六角頭螺栓螺帽組件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,425000,未達公告金額,10/28/2014 0:00:00,103/10/28－103/11/17
S0569800019-2,營運中核能電廠地質穩定性及地震危害度再評估計畫第二次契約變更,台灣電力股份有限公司,3.13.31,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,1160000,公告金額以上未達查核金額,8/28/2014 0:00:00,103/08/28－103/09/10
780309017,低放射性廢棄物資料庫系統精進案,台灣電力股份有限公司,3.13.31,<勞務類>844資料庫服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,10830825,查核金額以上未達巨額,12/17/2014 0:00:00,103/12/17－105/12/16
270100009,102年度龍門計畫核能技術處-委託設計/設計修改技術服務契約(A),台灣電力股份有限公司,3.13.31,<勞務類>8672工程服務,限制性招標(未經公開評選或公開徵求),最低標,益鼎工程股份有限公司,292061000,巨額,12/12/2012 0:00:00,101/12/16－102/12/15
4900370028,103年度高雄及屏東線務段架空輸電線路防墜裝置新設工程,台灣電力股份有限公司高屏供電區營運處,3.13.31.98,<工程類>5164電力工程,公開招標,最低標,力鋼工業股份有限公司,24385126,公告金額以上未達查核金額,10/29/2014 0:00:00,103/10/29－104/07/29
4800372028,104年台中線務段輸電架空線路設備零星積點工程,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<工程類>5164電力工程,公開招標,最低標,陞揚興業有限公司,24870000,公告金額以上未達查核金額,12/10/2014 0:00:00,103/12/11－104/12/31
tpc-00905-2011S-103051,進口煤海上運輸澳洲地區計1航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,日商日本郵船股份有限公司台北分公司,23650000,巨額,12/12/2014 0:00:00,103/12/12－104/02/16
L485-0100431,345KV鐵塔JT等乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,20783189,公告金額以上未達查核金額,7/11/2012 0:00:00,101/07/11－101/12/31
1130300016,台灣電力股份有限公司東區104年度抄表工作委外服務案,台灣電力股份有限公司宜蘭區營業處,3.13.31.27,<勞務類>879其他商業服務,公開招標,最低標,力澂工程企業有限公司,22279902,巨額,12/1/2014 0:00:00,103/12/20－104/12/19
1210300015,103年度員工工作服,台灣電力股份有限公司新營區營業處,3.13.31.16,<財物類>281編織或鉤針織品,公開取得報價單或企劃書,參考最有利標精神,祥皓有限公司,868634,未達公告金額,10/29/2014 0:00:00,103/10/30－103/12/28
4800300139,69kVGIS內檢及161kVGIS電磁閥細檢材料,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,583472,未達公告金額,12/15/2014 0:00:00,103/12/16－104/01/24
1170300033,台灣電力股份有限公司北二區104年度抄表工作委外服務案,台灣電力股份有限公司台北西區營業處,3.13.31.5,<勞務類>97其他服務,公開招標,最低標,力澂股份有限公司,85218990,巨額,11/26/2014 0:00:00,104/01/01－104/12/31
1030300023,103年度防燄工作服1批,台灣電力股份有限公司桃園區營業處,3.13.31.7,"<財物類>282成衣,毛皮服裝除外",公開取得報價單或企劃書,最低標,祥皓有限公司,663060,未達公告金額,11/4/2014 0:00:00,103/11/05－104/01/13
4700300109,鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,391723,未達公告金額,10/30/2014 0:00:00,103/10/30－103/12/19
4750300073,中興製氣動式電磁閥檢修材料,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,1768000,公告金額以上未達查核金額,10/31/2014 0:00:00,103/11/01－103/12/30
3600300107,電磁閥等一批SolenoidValve8344G70【廠牌：ASCO】,台灣電力股份有限公司協和發電廠,3.13.31.41,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,257200,未達公告金額,11/20/2014 0:00:00,103/11/20－104/03/21
S00905104001,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",124318875,巨額,12/24/2014 0:00:00,103/12/24－104/08/31
4900300089,161/69KV鐵塔4C1鐵塔塔身14M鍍鋅加工,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,701000,未達公告金額,11/27/2014 0:00:00,103/11/27－103/12/27
1020300030,北一區104年度抄表工作委外服案,台灣電力股份有限公司台北市區營業處,3.13.31.2,<勞務類>879其他商業服務,公開招標,最低標,力澂工程企業有限公司,92445831,巨額,12/4/2014 0:00:00,103/12/20－104/12/19
008-002104A-N-Y008010411,議購西門子公司備品及服務供應協議(PSSA-1)選購類器材乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,SIEMENS AG.,3776324,公告金額以上未達查核金額,12/9/2014 0:00:00,103/12/09－104/09/10
3520370002,核三廠出水口導流堤修繕工程,台灣電力股份有限公司第三核能發電廠,3.13.31.83,<工程類>5133水道、海港、水壩及其他水利工程,公開招標,最低標,龍威營造有限公司,90000000,查核金額以上未達巨額,10/20/2014 0:00:00,103/11/03－104/12/31
6020370010,台中發電廠一期灰塘區第3A區地質改良工程,台灣電力股份有限公司,3.13.31,<工程類>5113基地整建及清理工程,公開招標,最低標,喬泰營造有限公司,435800000,巨額,11/4/2014 0:00:00,103/11/04－105/03/04
3710300418,104年特多龍輸送膠帶維護修理工作,台灣電力股份有限公司台中發電廠,3.13.31.45,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開招標,最低標,三五橡膠廠股份有限公司,13200000,查核金額以上未達巨額,12/24/2014 0:00:00,104/01/01－104/12/31
3500300243,核一廠電纜及連接組件絕緣狀況現場巡查工作,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<勞務類>94污水及垃圾處理、公共衛生及其他環保服務,公開招標,最低標,行政院原子能委員會核能研究所,9000000,查核金額以上未達巨額,12/5/2014 0:00:00,103/12/10－106/04/27
170300002,核一、二、三廠生水池邊坡長期監測系統規劃設計技術服務工作,台灣電力股份有限公司,3.13.31,<勞務類>8672工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,3700000,公告金額以上未達查核金額,10/24/2014 0:00:00,103/10/25－104/08/20
3710300258,"2014~2016YearFGDUNIT1~10Limestone500,000Ton",TAICHUNGTHERMALPOWERPLANT,3.13.31.45,"<財物類>374水泥,石灰及膠泥",公開招標,最低標,餘慶堂興業股份有限公司,507500000,巨額,11/10/2014 0:00:00,103/11/10－105/12/31
4750300078,峨眉E/S等所中興電工製161kVGCB操作機構用輸氣閥,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,560175,未達公告金額,11/17/2014 0:00:00,103/11/18－103/12/17
1020300034,104年度北部客戶服務中心值機作業委外服務,台灣電力股份有限公司台北市區營業處,3.13.31.2,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,磐_有限公司,25804716,巨額,12/17/2014 0:00:00,104/01/01－104/12/31
4750373013,104年桃一分隊工區零星輸電架空線路積點工程,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<工程類>5164電力工程,公開招標,最低標,立電股份有限公司,30233000,公告金額以上未達查核金額,12/23/2014 0:00:00,103/12/23－104/12/31
3520300167,核三廠一、二號機週期二十三控制棒中子累積劑量分析,台灣電力股份有限公司第三核能發電廠,3.13.31.83,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,910000,未達公告金額,10/8/2014 0:00:00,103/10/09－104/12/31
80320067,採購興一機低壓汽機ＬＰ－２６Ｃ（Ｌ－１）擋板２Ｓｅｔｓ,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,Mitsubishi Corporation,19032021,公告金額以上未達查核金額,12/17/2014 0:00:00,103/12/17－104/01/09
1040470003,新竹區營業處104年丙工區配電外線工程,台灣電力股份有限公司新竹區營業處,3.13.31.8,<工程類>5164電力工程,公開招標,最低標,金科電業工程有限公司,79155457,查核金額以上未達巨額,12/23/2014 0:00:00,104/01/07－105/01/06
4800300143,台中供電區營運處各E/S中興製GIS內檢維護物料乙批,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,12000000,公告金額以上未達查核金額,12/10/2014 0:00:00,103/12/11－104/05/09
4800300144,161KV鐵塔F2鐵塔塔身14M等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,2936826,公告金額以上未達查核金額,12/11/2014 0:00:00,103/12/12－104/02/09
80300068,Firetrucksandfirechemicalreservoirscar,TaiwanPowerCompany,3.13.31,"<財物類>491機動車,拖車,半拖車;車輛機件",公開招標,最低標,景同股份有限公司,92580000,查核金額以上未達巨額,11/12/2014 0:00:00,103/11/12－104/09/12
4850300087,104年直昇機活線礙子清洗、巡視暨人員、器材運載工作,台灣電力股份有限公司嘉南供電區營運處,3.13.31.96,<勞務類>73空運服務,公開招標,最低標,凌天航空股份有限公司,17007000,查核金額以上未達巨額,12/18/2014 0:00:00,103/12/18－105/12/31
1090370001,高雄區營業處103年甲工區配電外線工程,台灣電力股份有限公司高雄區營業處,3.13.31.18,<工程類>5164電力工程,公開招標,最低標,昇傳工程股份有限公司,87200000,查核金額以上未達巨額,10/29/2014 0:00:00,103/11/21－104/11/20
3510300348,核二廠104年改善工程技術服務工作,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務,限制性招標(未經公開評選或公開徵求),最低標,泰興工程顧問股份有限公司,79800000,巨額,12/19/2014 0:00:00,104/01/01－104/12/31
1200370008,雲林區營業處103年配電零星管路潛挖、橋樑附掛、圍籬、管中管工程(第二批),台灣電力股份有限公司雲林區營業處,3.13.31.14,<工程類>5164電力工程,公開招標,最低標,麗陽水電工程有限公司,6707288,公告金額以上未達查核金額,12/4/2014 0:00:00,104/01/01－104/12/31
3510300292,液體廢料系統數位化更新工作,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務,公開招標,最低標,台灣英維思股份有限公司,11328000,查核金額以上未達巨額,11/25/2014 0:00:00,103/11/25－104/12/31
tpc-00905-2011S-103049,進口煤海上運輸印尼及澳洲地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),110758296,巨額,12/3/2014 0:00:00,103/12/03－104/02/26
tpc-00905-2011S-103049,進口煤海上運輸印尼及澳洲地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,光明海運股份有限公司,110758296,巨額,12/3/2014 0:00:00,103/12/03－104/02/20
1200300033,防焰性工作服,台灣電力股份有限公司雲林區營業處,3.13.31.14,"<財物類>282成衣,毛皮服裝除外",公開取得報價單或企劃書,最低標,祥皓有限公司,600000,未達公告金額,10/28/2014 0:00:00,103/10/28－103/12/27
3500300267,一號機低壓汽機靜葉片檢查評估及更新指導工作,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<勞務類>886附帶於金屬產品、機械及設備維修之服務,限制性招標(未經公開評選或公開徵求),最低標,台灣艾斯敦股份有限公司,11147600,查核金額以上未達巨額,11/13/2014 0:00:00,103/12/10－104/01/15
